a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
0.472474959,0.162502591,1.334755973,,-0.250222574,1.658742484,1.423636013,-0.111360789,-1.272243991,0.66867196,1.705074883,1.027355147,-0.533969514,0.11614094,0.127863845,0.851000527,0.173245875,1.400448654,,0.261209424
0.302906299,-0.808468194,-0.341664132,-1.549895495,-1.129891525,0.053105594,-0.273754086,-0.476676524,-1.97491076,0.999002814,-0.522464903,1.185021639,-0.177442582,-1.66023717,-0.106581666,-1.105267161,-1.302409159,-0.520824387,-0.329828949,0.634340818
-1.539819409,0.22843631,-0.872727795,0.291274927,0.836824719,-0.33760453,-0.280820732,-1.250939106,1.040545885,1.176819554,-1.010475964,0.134764513,-0.674170633,0.575467396,-0.757329823,-0.599500362,2.019749563,1.771476893,-0.70058845,-0.997925599
-1.835857119,1.264751842,-0.44615003,0.088168503,1.032464845,0.749575409,0.412277954,-0.881561656,1.742089549,,-1.11479166,-0.069521318,-0.925954725,0.237891238,1.087656566,-0.286093044,2.228057122,2.358807625,-0.552673441,1.126190956
0.209485615,0.545076115,0.534537738,,-1.030526319,0.487165256,-0.869920762,0.499575024,-0.271213402,0.571361943,,-0.502555451,1.469151066,-2.48635885,-0.678462867,0.174939957,,,,-0.934606534
-1.348477687,0.220171383,-1.331807563,-0.019376046,0.613405159,0.576429898,-1.638655375,-1.084140563,-0.679995239,0.482832649,-0.498746631,-0.653928878,,0.557043417,-0.19010086,-0.46178553,-0.503843197,-0.487296621,0.125891808,1.204391136
-0.803442864,0.641561966,1.048719022,0.197859678,,0.756140717,-0.102238445,-0.799513567,-0.090826457,1.045190141,1.743151898,-0.297281797,-0.717332006,0.321663255,0.023687968,-0.070425419,-0.754279032,0.784123692,0.184623856,-1.021045952
-1.721116412,-1.002754482,-0.074712706,-0.694652903,-0.382021718,-0.339525786,,0.884665303,-1.030815609,0.038000621,0.466713042,-1.122162855,-2.174087772,-1.812599941,-2.014472819,0.637260561,0.640922528,-0.621350388,-0.273402228,-1.677484471
-0.455862668,-0.975711239,0.116476463,-2.692550617,1.659741284,-0.576981932,1.049080176,0.004889099,0.822443488,0.065103985,-1.157194476,-0.55628642,-0.223822353,0.787170776,0.182013097,0.068273177,2.425633357,0.853220444,0.871578186,-0.522900153
-1.029971544,-0.683016965,0.150429898,0.670772547,-1.627209248,-0.102893408,0.472086779,0.354724483,-0.974816605,-0.6114169,0.676136672,-0.197267861,-1.179134041,-1.028200526,-0.679698551,0.067665864,-0.904697754,-0.950009421,-1.679096587,0.05506455
-1.917854441,-0.545316673,0.499978446,0.920821997,1.515177771,-0.500568622,0.532723077,1.865027729,1.810944084,-1.419702328,0.710791208,-1.338797448,-1.806193709,1.410687127,-0.055041832,1.819298703,0.483384855,-0.626747676,,
-1.558900346,-2.679506865,-0.142596689,,1.283670153,-1.063616014,-0.786773506,-1.510338754,1.876659606,-1.220623991,-0.737320911,-1.752267755,-2.339640736,-1.223310153,-0.436275254,-1.325058584,0.223937657,-0.793613632,-0.419407941,-0.286732432
0.013020429,0.747815329,-1.496062066,0.691919402,-0.44412229,1.302495636,0.950348956,-0.150986375,0.723915907,,-0.897993192,0.280784029,-0.195725686,0.774851994,-0.200261747,0.144005604,0.835247913,0.918564283,-0.467187045,1.627288203
0.267395813,,1.772618588,0.981485021,-1.005476271,,-0.365747262,1.477295534,-2.226064841,,0.492921945,-1.181615367,-0.562259843,-0.34309257,-1.169750123,0.7652335,-0.096264612,0.028225289,0.611493868,-0.815100802
0.182837251,-0.555020321,0.465017623,0.596544819,0.389028798,-0.3363762,-0.334338068,1.013290016,0.888327749,-1.707139238,1.706345862,,-0.211653271,-0.037705422,1.529904713,-0.155105266,0.083181118,0.288076666,1.503114897,-1.267109387
-0.363643533,0.037709911,,-0.43865493,0.05201876,2.229954947,-0.364830737,1.710801863,0.101604665,1.442664811,1.654697176,-0.083324827,0.111158934,,0.357935476,2.31036348,1.07320392,1.130726667,0.881931175,-0.381444644
1.646188597,-0.37413212,-2.329127264,0.591272264,0.478168315,-1.000067008,-0.372014608,-0.168997554,-0.04355771,,-0.164367336,0.419154801,0.268470375,0.832700143,0.31143138,,0.138238788,0.68155978,,-1.520705087
-1.33684863,-1.754816439,0.607859069,-0.530868725,0.533352255,-1.522649678,0.070998827,-0.244613628,-0.345305867,,0.548589618,,-1.155936407,-0.04522169,-0.786863833,-1.413446821,-0.11145935,-0.56868616,0.02786939,0.551270799
1.800903986,-1.294580547,-0.351795743,-0.000592966,0.773034826,-0.21670686,-0.781808671,-1.390002639,2.150734642,-0.802065747,,-0.75568676,-0.442556102,1.138944608,0.789288566,-1.14440963,-0.022984824,,-0.803384115,-0.391156007
-0.893413439,0.285734197,0.653132184,-0.03023487,-0.665465743,-0.089281796,-0.120521545,0.398528027,-0.908771307,-0.066440508,1.80811021,-0.904075127,-0.81411285,-0.437584893,0.936557897,0.506315331,0.530953678,-0.228012771,-0.455596148,-0.962755384
-0.751261115,0.092427409,,,0.908898805,-0.544410126,-1.128667395,0.115786838,0.190384517,-0.201731732,-0.568625851,-0.624845015,,1.660013016,-0.20072189,0.977228928,0.246418177,0.367168432,,0.010371563
-0.831755388,0.162994847,,0.308274858,0.649556447,-0.101348518,0.003151068,-1.007308414,-1.169170271,-1.374385709,-0.638409798,-0.698032275,-0.527069221,1.48435387,0.098826033,-1.175763835,-0.237982853,0.409174976,-0.054475923,0.386328577
-1.344624113,-1.252306827,-1.621911254,-0.138686013,0.023901304,,1.352642532,-0.564135154,-1.143004701,-0.550995311,-0.425235757,-1.590109178,-1.823994639,0.461531063,-0.067145255,-0.880890689,0.422707521,-1.361975232,-0.470484464,-0.855355849
-0.719704602,0.175127333,-1.00996269,,0.527237769,-0.538138883,0.129818769,0.793962944,0.716640815,1.675639765,-1.114929191,0.706136173,-0.317913077,0.002027887,0.726956848,,0.864808423,0.895830478,0.683732609,-0.709056618
0.324396308,-0.522379683,-0.802525259,1.12136424,,-0.067164578,-0.555495074,,0.193867311,0.408372742,-0.956934503,,,1.333998972,0.975017097,,1.187727289,-0.346647458,0.57700636,-1.427896763
0.069800396,0.54422371,0.096926146,-0.545257606,-1.869335034,0.404105856,-1.245829971,0.092163808,-2.054376036,,0.860508409,,0.91264513,-0.536013623,0.263066347,1.101854048,-1.576938776,,-0.800806511,-0.728631612
-0.230945231,-1.091356017,-1.105539708,-0.256641268,1.049811554,-1.018669314,-0.202623498,0.123013069,0.234119289,,-3.138043384,,0.142067349,-0.275896366,0.326248366,-0.375996359,1.338210115,-0.042963482,-0.359527761,
-1.22028293,-0.457360908,,-2.069924319,2.639291528,0.624935982,0.979335076,-2.455663163,1.975161074,0.397292064,-1.054056119,,-1.518722325,1.597230511,1.279063444,-0.542740706,1.235233832,0.635015459,-0.296721271,
-0.079065572,-0.041419523,-0.46092211,-1.201769909,0.955595699,-1.394225257,2.285867715,,-0.423165925,1.367004493,-0.248432432,-0.633849527,0.494594276,0.748433897,0.834720391,-0.938679997,-0.051324264,0.933842535,-0.379287009,-0.609113973
0.516181775,-0.100851475,-0.270219803,-0.694849808,-1.639934805,-0.264244109,-0.360402489,-0.548421153,-0.44604707,0.714661405,-0.045310681,0.076321262,2.363881556,-2.333709605,,-0.108284545,-1.444335978,-2.067984596,-0.984588003,-0.728730417
0.731859966,-0.304059737,0.518400672,-0.174235729,-0.259510323,-0.76452866,-0.268222455,0.639084888,0.264261482,-0.804087923,0.104656944,,0.469917457,-0.136681055,0.11418748,-0.121351262,,1.087392617,1.076876227,-1.445342221
0.461136656,0.748200651,0.037463026,2.561812022,0.227760716,,0.240521951,-1.830892558,0.566126491,0.135452013,1.335352138,0.934666406,-0.351601015,0.302767191,-0.18739133,-0.177928851,0.089977454,0.216859058,-0.01837991,1.210985666
0.628606967,-0.700763852,-1.192700932,0.001749728,-0.903833935,0.711512106,1.351156811,-0.29015415,-1.406548731,0.053245295,-0.34550746,1.772713375,0.209792781,-1.371211482,0.698018924,-0.698441642,-0.632691429,-0.472896629,0.15823421,-0.049070434
1.169074884,,,-1.615826876,-1.009590312,-0.764058482,0.647571483,-0.04428779,-1.126743601,,-0.689170924,-0.628459803,1.520796514,,0.322631098,0.351466212,-0.808933127,-1.431020309,,-2.27979975
1.137938961,1.036059413,0.11444572,,1.08445268,0.057898173,2.369470856,-0.938228133,1.601673661,0.053153807,-0.48651815,-0.414173248,0.829094342,1.378619878,0.538435092,-0.218401651,0.83332793,0.660248833,0.628367915,0.648800412
,-0.224725946,-0.192237524,-0.037787687,-2.469214177,0.390552877,-0.159274267,-1.941617945,-2.021479819,-0.181869857,,0.372756671,0.404522449,-0.616462259,-0.997899503,-0.326744384,-1.749674809,-1.368840576,,0.082493138
-0.784077,1.050260631,-0.260084785,1.022824229,,-0.172597125,-2.742830756,,-0.602436178,0.394413334,-0.247529257,-0.774990404,-1.339180396,-1.439504334,0.218305328,2.843256121,-1.118564152,-0.104960749,0.045373134,
-0.082392352,2.169582875,-0.687606489,1.067261346,-1.951212976,1.965438077,0.632354099,-1.501806735,-1.667742625,1.924260783,0.314807511,-0.780858834,,-0.670218938,-1.766782161,0.814438557,,0.738584183,-1.469071492,-0.548451087
-0.11009853,0.686214268,-0.517844201,1.022682624,0.004243876,0.952125446,,0.991238404,0.726175412,0.530492881,,-1.126339776,-0.205178535,0.383077801,-1.026854757,0.078893053,-0.790321414,,-0.760060768,-1.991477442
-0.767086357,-0.004199324,1.466126379,-0.761195125,0.968443767,-0.181344591,0.487456119,-0.357407868,1.238752512,-1.510166328,0.025692229,-0.611392865,-0.372917225,0.416047132,-0.136589529,-0.413455868,,0.616945403,-0.406309251,1.06389937
0.898324847,-1.927289825,,0.576293129,0.92378985,0.604611068,0.566892608,1.542833461,0.776535749,-0.982598305,-0.559923872,1.086780793,-0.91753828,1.63591042,2.295351495,-0.109947637,-0.499328678,,0.604964426,0.929556894
-0.640066784,-0.333585743,-1.620316664,-0.098605899,1.453582153,-0.496699265,1.541519244,0.310944648,1.036885552,-0.294650657,,-0.630646213,-0.478874647,2.046880311,0.14095661,-0.054687269,0.968262325,-0.246813885,0.111172909,1.501383374
-0.090348548,0.028694184,0.504547973,1.015482299,0.139537342,0.210283982,-0.657544946,-1.551912371,0.826162656,0.802713312,-0.029419393,-0.856789582,-0.069764495,1.023241613,-1.406189604,-0.909235724,-0.062749463,,-1.221031229,0.545380745
-0.189673768,-1.296064789,0.138314399,0.238102414,0.045678327,-1.252083822,-0.528760363,0.384359635,1.91291725,,-0.953906575,-1.965300763,-0.0519263,-0.685883744,-0.778394739,-1.061203178,1.806849134,-0.018994608,0.729082486,0.313198391
,0.921823951,-0.79131317,0.092120756,0.477639414,0.952343651,-0.094209468,1.306502233,0.265239735,0.264353062,-0.50451194,0.472974731,2.866071263,1.235131613,0.756729964,1.538340638,0.957848222,-0.405554183,1.904987834,-1.445659823
1.970386731,-0.922313457,0.65800725,-1.130422372,0.802396588,-0.228095032,-1.952253021,,0.942667524,,,0.557821432,1.45804837,0.059264367,0.140462501,-0.28293621,-0.212680789,,,0.428481802
0.35795033,1.045652483,2.85977716,1.27087825,0.834057114,0.209107936,0.442327557,1.557252821,0.817260841,0.920163061,1.331830647,-0.346631005,-0.035680287,,-0.518962364,1.34147023,0.888768517,0.760197395,0.771490749,0.675856959
-0.052138104,-0.961700748,-0.116004563,1.004488923,0.932098235,-0.582056842,-0.426091037,-0.378056201,0.811952308,-0.227680927,-0.53964436,,-0.918887853,0.530269709,1.674086566,-0.19970497,0.442593154,-0.714919827,-0.243685914,-0.572021186
-0.985366974,0.675693393,-0.600986315,0.681102508,-1.180018019,1.256563497,-1.553701717,-0.905641632,0.828913034,-0.031838915,0.521174228,-1.535431529,-1.113774679,,-1.523475769,-0.094819845,-1.133489139,0.654090621,-0.622176782,-0.936981467
1.030782368,-0.905097199,1.34857657,-0.178894578,0.756602939,0.344632649,1.437091796,-0.491402309,-1.139303283,-1.145953136,2.010225081,0.228320852,,0.269123564,0.730283973,-1.034364185,0.70957523,,1.36107732,-0.092007617
,,0.247659819,1.504659923,0.461650543,-0.04145073,0.995244942,0.516143427,1.371923694,-0.147555019,1.64127599,0.324200559,1.158563499,0.448576148,0.922864561,-0.143955295,0.968392758,0.213361993,2.676078453,-1.535694089
1.089454939,0.766825725,-1.553050131,-1.09531411,-1.714869983,-0.060742499,0.526143243,-0.181474379,-1.768221197,-1.617300484,1.140430365,-1.064877243,-0.124663975,-0.910687692,-1.360297556,0.566895081,-2.143490177,-1.90579524,-0.961124209,-0.93529455
0.353625794,-0.416315585,-1.637900356,1.17743698,-0.325223934,-0.721603194,-0.246659679,-0.937203367,0.976769393,-0.23310098,-1.491346181,-0.264848279,0.627287162,0.8966096,-0.051902433,0.044762378,-0.415744136,0.30377185,0.159773669,-0.363684319
0.774898942,2.003890854,-1.551780191,1.39147054,-0.138523812,1.109838545,-0.287095122,-0.162108082,1.101416376,,1.2452037,1.366683546,,-0.460869517,0.479003519,,1.408973251,2.109562909,0.274216126,0.432425732
2.050034637,-1.013949743,0.143440349,0.45184466,-1.348688908,,-0.270620962,-0.714388877,-0.334487328,-0.529830147,0.240310283,0.774627106,1.720584189,-1.623092782,-0.681107369,-1.156527146,-2.242609513,-1.276578855,-0.987945625,-0.994999994
-0.283808552,-1.340217511,0.957169053,0.541117178,1.094375857,-0.706904057,1.605918608,,0.653303943,,-0.403009024,-1.330823342,0.741930722,,0.53389598,0.283398663,-1.626251488,-2.181215689,-0.595943713,0.46834733
0.676872533,-0.323242274,-0.305523348,0.038046707,0.583790738,0.059765207,-0.133482318,0.529046134,-0.460396234,-0.84130889,-0.823506963,0.872645054,0.938748529,,0.309896927,0.641336548,1.182132809,0.21915794,,-1.908619059
-0.826681597,0.306967552,,1.138376731,,1.299323829,0.348543959,0.170315819,-0.43547996,0.877207531,-0.985289166,0.872041827,-0.151841103,1.305599499,-0.115116959,,1.839440808,0.800773312,-0.093881678,-1.549077966
-0.73572734,0.135978025,-0.632232803,-1.483281232,,-0.243174547,-0.19933898,-1.468741102,-0.189588179,0.145871949,-0.949813419,0.227162848,-1.054614308,-0.748563491,-1.091412213,-2.604792738,-1.106109896,-0.080927616,-1.304355905,-0.153883804
0.490072742,0.29813442,-0.51568189,0.420191113,-1.721416463,-0.736089813,0.223599043,0.286634715,-1.742553945,,-0.831001246,,0.285265179,,-0.886336722,,,,0.113807244,1.363218378
-0.447116904,1.990507458,-0.989122164,-0.521037657,0.357612458,1.540725341,1.219495047,0.965196178,-0.47793918,-0.467786523,-0.293804052,,-1.461541168,-0.036381819,-0.819052324,0.914249552,-0.204353322,1.269918059,1.848592649,0.682491772
0.010931076,-1.061080402,,-0.278356446,-0.145850991,-0.057700196,,-0.718875096,0.808159627,0.897690545,1.797343218,,-0.421561924,0.060924843,0.511426325,-0.344410708,-0.094907222,-1.612169769,-0.749191303,0.791578849
-1.50300686,0.431905933,0.679635196,1.109590325,-1.261074752,0.529839506,0.923564239,-1.74573697,-0.649180815,0.244569483,1.667496956,-1.111111402,0.03486994,1.419147548,-1.70755359,,-0.174844236,0.125102293,-2.193653544,-0.487018175
0.142295295,1.117063596,,-1.347924557,-1.176737462,2.307950398,0.371549708,-0.559724167,,2.555567203,0.338349166,0.787069913,-0.254760255,,,1.498243118,-0.412750811,,-0.500679848,1.611734604
0.670779809,1.277757919,-0.333982758,-1.578095706,-0.925877707,-0.130156935,-0.984419083,2.268803734,-1.569410725,-1.095805575,0.70157868,0.637381646,0.644344748,-0.015585075,-0.456999026,0.439566446,-0.762604241,0.105138372,0.665444109,1.029094167
-0.802820785,1.252023594,-0.403508603,-1.72647815,0.292892608,1.456450393,2.536052917,0.070580724,-0.583593996,2.069534001,0.055303193,1.783480371,-0.539100421,-0.141408492,1.688930389,-0.253137047,0.695871548,1.989344986,0.359907567,0.453386907
-1.067068054,-0.036006146,1.70027997,0.270092127,-0.116955791,0.811045447,1.870989691,-1.279457386,0.003646714,0.359673904,1.006118152,0.743528713,-0.724248358,1.001932569,-1.357162302,0.078457242,1.192265189,-0.332443976,-1.090470442,-1.723980207
0.566514955,-0.25842494,1.419664891,0.241444891,1.517151672,-0.960480126,-0.267317077,1.189397496,1.906785224,-0.543101793,0.96984437,,-0.326538879,0.47055225,0.243015314,0.873479007,1.538275673,-0.327295837,0.922788636,-0.211182466
-0.181302615,-1.422393047,0.697405044,1.577397864,-0.358868188,0.670745878,-0.208081548,0.298395536,,0.142565104,0.778675175,-0.652592016,-1.276771003,0.616780921,-0.604060824,-0.485024135,-0.141267246,-0.647841708,-0.925663442,0.943737089
1.453598259,0.873862776,-0.570452048,-0.00543139,1.375497038,,0.439980861,,0.449491838,1.051678109,-0.309868789,1.623110011,2.050649024,1.45931837,1.741847627,2.047205282,0.731013734,0.566461953,1.588418193,0.113319711
1.317755623,,,0.7426875,0.708359467,-1.058325827,,1.086783448,-0.34945924,,-1.900047023,-1.709827226,0.422273653,0.788776536,-0.126147593,0.113032963,1.289142781,-1.008396155,-0.014962613,0.795736565
-1.149499431,0.524979287,,-0.647547687,,0.393154976,2.096354663,0.217549039,1.859699372,-0.168143745,-0.657483366,-0.499235142,-1.040375168,,1.109172151,0.20500936,0.573568853,1.320148063,-0.52727507,0.45437956
,0.666444053,0.540778622,2.25767217,-1.010444085,0.931859534,0.375126814,1.973619986,0.422420447,0.045875439,1.139806906,-0.930774838,-1.150802689,0.629130261,-0.827983007,2.822614912,-0.180232436,0.482724298,-0.126393615,-0.080480746
,-0.335999444,-0.461505192,0.871086855,0.598623517,-0.66933969,1.468576305,,1.310404749,-0.523413916,0.196003919,-1.253917609,-0.372733683,0.032001908,-0.15466173,0.726490054,-0.886014043,-0.412101561,0.004914561,-0.291869317
2.373843869,0.623952903,,,,-0.31453828,-0.83328788,-0.180543591,-0.60175464,0.874673861,0.326274922,0.299429324,1.936478082,-2.489792386,0.364903723,0.769602982,-0.792880644,-0.405527263,-0.035353188,
-0.783108148,0.930887764,0.755423396,2.956416053,-0.53915628,0.70522256,-0.023435418,1.399857871,-1.755371976,,1.230008737,-1.998200243,1.570711466,-0.346461533,-0.993795055,,-1.018412109,-0.498075165,-0.100276962,1.931049039
,0.793345577,0.413644135,-1.103116594,1.2951078,0.28270219,-1.34446692,-2.582184001,1.62884135,0.057194265,-1.217285094,0.351944803,0.591328235,-0.180748235,1.964332509,-0.611440709,0.836722088,0.819908516,0.866405553,-0.032500194
-1.007125819,-1.972573466,0.237386648,-0.998120343,-0.165940326,-0.646885845,0.42907642,-0.463760736,-0.52088068,0.437221435,0.447714068,-1.802903285,,0.181589617,-0.838187994,0.662046516,-1.053718492,-0.666756825,,
1.194533039,,-1.894251445,-2.057963265,-0.600770232,,1.143198778,-1.337326662,0.743338167,2.347314366,-1.71757932,2.156261766,0.828200643,-0.851403748,1.64094553,1.493681154,-0.30997905,1.979378197,0.728788878,
-0.103742698,-0.715974003,0.04901458,-0.595176914,0.768393743,0.134013915,0.238210176,-0.238675726,,0.182537506,,-1.197850542,-1.046849578,1.881706157,-0.045083273,0.917220586,,-0.277056031,-0.800957478,-1.838859864
,0.490393333,0.583043563,0.26169052,1.90050257,-0.044461403,-0.330537766,1.195640776,0.677703842,-1.056672707,-0.521359219,2.225969763,0.419413613,0.342323479,2.325744209,0.524176679,1.808365612,1.100287443,2.144246969,1.432448829
1.155080115,1.539393036,-1.679356439,2.222149725,0.831369971,,1.386711983,1.238337856,1.097988949,,,0.39374437,0.623756451,0.908242864,0.823269481,1.799845903,1.116771011,2.284152685,2.534522848,0.920117725
